,Date,Likes
0,3/1/2024 (Friday),478.5049504950495
1,3/2/2024 (Saturday),477.9868421052632
2,3/3/2024 (Sunday),542.4204545454545
3,3/4/2024 (Monday),523.5851063829788
4,3/5/2024 (Tuesday),423.2584269662921
5,3/6/2024 (Wednesday),552.9425287356322
6,3/7/2024 (Thursday),485.79347826086956
